Number	Month	Day	Hour	Minute	Second	Easting (m)	Northing (m)	Depth (m)	Magnitude Mw
7851	11 	23 	1 	35 	36.753 	3540 	4320 	3260 	nan
7852	11 	23 	1 	39 	1.965 	3150 	3960 	3410 	0.070 
7853	11 	23 	1 	39 	12.706 	3180 	3930 	3410 	0.350 
7854	11 	23 	1 	39 	22.358 	3180 	3960 	3290 	0.220 
7855	11 	23 	1 	40 	15.934 	4110 	4410 	3380 	0.280 
7856	11 	23 	1 	40 	24.978 	3150 	3780 	3200 	-0.030 
7857	11 	23 	1 	40 	42.298 	3120 	3780 	3170 	-0.100 
7858	11 	23 	1 	41 	38.253 	3000 	3780 	3290 	-0.330 
7859	11 	23 	1 	41 	58.175 	3180 	3900 	3440 	-0.120 
7860	11 	23 	1 	43 	54.765 	4290 	4680 	3530 	-0.390 
7861	11 	23 	1 	50 	0.380 	4230 	4470 	3560 	0.030 
7862	11 	23 	1 	50 	21.896 	4170 	4530 	3560 	0.260 
7863	11 	23 	1 	52 	42.937 	3120 	3810 	3470 	-0.310 
7864	11 	23 	1 	53 	21.813 	3150 	3840 	3170 	-0.070 
7865	11 	23 	1 	53 	32.707 	3150 	3870 	3290 	-0.560 
7866	11 	23 	1 	55 	19.107 	4230 	4620 	3200 	0.080 
7867	11 	23 	2 	2 	27.436 	4050 	4230 	3170 	-0.110 
7868	11 	23 	2 	7 	23.344 	3360 	3930 	3620 	-0.360 
7869	11 	23 	2 	14 	50.019 	4230 	4500 	3830 	0.180 
7870	11 	23 	2 	18 	8.799 	4260 	4530 	3860 	0.080 
7871	11 	23 	2 	18 	18.598 	4230 	4530 	3740 	0.030 
7872	11 	23 	2 	18 	57.468 	3120 	3780 	3170 	0.050 
7873	11 	23 	2 	21 	18.130 	3180 	3810 	3410 	-0.610 
7874	11 	23 	2 	21 	34.068 	3180 	3870 	3470 	0.090 
7875	11 	23 	2 	23 	45.409 	4200 	4470 	3140 	0.080 
7876	11 	23 	2 	24 	43.964 	3000 	3840 	3740 	-0.330 
7877	11 	23 	2 	28 	33.862 	4260 	4560 	3920 	0.250 
7878	11 	23 	2 	28 	38.770 	4140 	4380 	3530 	-0.140 
7879	11 	23 	2 	28 	54.221 	4140 	4440 	3770 	0.240 
7880	11 	23 	2 	31 	35.104 	3960 	4620 	3620 	0.630 
7881	11 	23 	2 	32 	23.628 	3150 	3900 	3320 	0.200 
7882	11 	23 	2 	35 	6.936 	2580 	3450 	3260 	-0.010 
7883	11 	23 	2 	36 	11.627 	4170 	4500 	3260 	0.330 
7884	11 	23 	2 	40 	21.258 	3120 	3810 	3260 	0.080 
7885	11 	23 	2 	41 	51.952 	4260 	4500 	3530 	-0.100 
7886	11 	23 	2 	42 	45.474 	3240 	3990 	3530 	0.030 
7887	11 	23 	2 	44 	11.216 	3150 	3870 	3200 	0.290 
7888	11 	23 	2 	45 	34.295 	3240 	3990 	3440 	-0.200 
7889	11 	23 	2 	45 	48.689 	3570 	4440 	3380 	nan
7890	11 	23 	2 	47 	0.234 	3240 	3900 	3170 	-0.140 
7891	11 	23 	2 	47 	19.895 	3240 	3930 	3770 	-0.320 
7892	11 	23 	2 	56 	22.600 	3180 	3930 	3260 	-0.190 
7893	11 	23 	2 	56 	28.383 	3180 	3960 	3740 	0.150 
7894	11 	23 	2 	57 	8.218 	4260 	4530 	3770 	0.330 
7895	11 	23 	3 	2 	46.504 	4230 	4500 	3410 	-0.050 
7896	11 	23 	3 	3 	34.561 	3180 	3870 	3500 	-0.090 
7897	11 	23 	3 	5 	10.213 	3180 	3900 	3170 	0.130 
7898	11 	23 	3 	5 	10.179 	3180 	3900 	3440 	0.130 
7899	11 	23 	3 	5 	20.457 	3210 	3900 	3440 	0.370 
7900	11 	23 	3 	5 	54.112 	4230 	4500 	3440 	-0.050 
7901	11 	23 	3 	6 	9.250 	4110 	4410 	3470 	-0.070 
7902	11 	23 	3 	8 	39.892 	4140 	4440 	3350 	0.130 
7903	11 	23 	3 	8 	58.264 	3150 	3780 	3140 	nan
7904	11 	23 	3 	9 	27.184 	3120 	3780 	3290 	-0.080 
7905	11 	23 	3 	13 	0.749 	4200 	4440 	3380 	0.680 
7906	11 	23 	3 	19 	0.515 	2550 	3510 	3590 	0.030 
7907	11 	23 	3 	21 	1.258 	3150 	3870 	3200 	0.050 
7908	11 	23 	3 	21 	34.026 	3150 	3810 	3230 	-0.010 
7909	11 	23 	3 	31 	22.939 	3150 	3840 	3170 	0.200 
7910	11 	23 	3 	33 	29.925 	3150 	3900 	3560 	nan
7911	11 	23 	3 	46 	19.568 	4230 	4500 	3830 	0.200 
7912	11 	23 	3 	52 	0.005 	3120 	3780 	3290 	0.260 
7913	11 	23 	3 	52 	6.990 	3210 	3930 	3650 	0.150 
7914	11 	23 	3 	52 	32.040 	3210 	3930 	3410 	0.210 
7915	11 	23 	4 	1 	46.212 	3240 	3960 	3470 	0.210 
7916	11 	23 	4 	8 	34.536 	3120 	3750 	3140 	0.030 
7917	11 	23 	4 	8 	58.067 	3120 	3810 	3230 	-0.030 
7918	11 	23 	4 	9 	32.105 	4230 	4500 	3260 	0.150 
7919	11 	23 	4 	9 	58.936 	3480 	4470 	3560 	0.080 
7920	11 	23 	4 	12 	48.878 	4170 	4500 	3290 	0.590 
7921	11 	23 	4 	14 	21.845 	4170 	4530 	3320 	0.350 
7922	11 	23 	4 	15 	33.295 	3120 	3840 	3170 	0.040 
7923	11 	23 	4 	16 	7.510 	3150 	3840 	3290 	0.180 
7924	11 	23 	4 	18 	42.377 	3180 	3840 	3440 	0.160 
7925	11 	23 	4 	18 	52.916 	3180 	3900 	3320 	0.270 
7926	11 	23 	4 	23 	19.894 	3540 	4410 	3200 	nan
7927	11 	23 	4 	26 	56.597 	4110 	4380 	3500 	0.040 
7928	11 	23 	4 	27 	51.060 	3090 	3780 	3110 	-0.200 
7929	11 	23 	4 	32 	34.816 	4290 	4440 	3530 	-0.300 
7930	11 	23 	4 	32 	42.765 	4230 	4560 	3860 	0.250 
7931	11 	23 	4 	36 	1.715 	3090 	3750 	3260 	-0.110 
7932	11 	23 	4 	42 	20.434 	2580 	3450 	3410 	0.410 
7933	11 	23 	4 	47 	32.995 	4080 	4620 	3410 	0.190 
7934	11 	23 	4 	57 	35.867 	3120 	3840 	3260 	-0.140 
7935	11 	23 	4 	57 	55.116 	3120 	3810 	3170 	0.020 
7936	11 	23 	4 	58 	0.278 	3090 	3780 	3200 	0.170 
7937	11 	23 	4 	58 	10.708 	3060 	3810 	3290 	-0.570 
7938	11 	23 	4 	58 	56.695 	3150 	3840 	3230 	0.010 
7939	11 	23 	4 	59 	6.061 	3150 	3870 	3410 	-0.210 
7940	11 	23 	5 	0 	6.372 	4170 	4590 	3470 	0.000 
7941	11 	23 	5 	1 	47.119 	4050 	4650 	3470 	-0.200 
7942	11 	23 	5 	2 	8.590 	3180 	3900 	3350 	0.010 
7943	11 	23 	5 	3 	12.349 	3210 	3900 	3290 	0.160 
7944	11 	23 	5 	3 	35.368 	3090 	3780 	3440 	0.030 
7945	11 	23 	5 	5 	4.425 	3180 	3900 	3710 	0.200 
7946	11 	23 	5 	5 	44.145 	3210 	3930 	3350 	0.240 
7947	11 	23 	5 	5 	56.918 	3210 	3870 	3320 	0.040 
7948	11 	23 	5 	6 	2.033 	3240 	3930 	3140 	0.040 
7949	11 	23 	5 	10 	54.026 	3180 	3990 	3110 	0.120 
7950	11 	23 	5 	12 	44.879 	4110 	4530 	3410 	0.260 
7951	11 	23 	5 	13 	15.761 	4230 	4530 	3410 	0.120 
7952	11 	23 	5 	14 	36.397 	3210 	3930 	3410 	0.100 
7953	11 	23 	5 	20 	11.610 	3990 	4710 	3170 	0.090 
7954	11 	23 	5 	22 	6.235 	3090 	3780 	3470 	-0.110 
7955	11 	23 	5 	25 	5.617 	4200 	4500 	3260 	-0.170 
7956	11 	23 	5 	31 	39.596 	4140 	4530 	3380 	-0.450 
7957	11 	23 	5 	33 	34.723 	2460 	4230 	3410 	-0.130 
7958	11 	23 	5 	36 	31.064 	4260 	4800 	3290 	1.080 
7959	11 	23 	5 	37 	29.684 	3150 	3840 	3230 	0.160 
7960	11 	23 	5 	37 	57.076 	3060 	3750 	3230 	-0.140 
7961	11 	23 	5 	38 	24.154 	4260 	4740 	3530 	-0.020 
7962	11 	23 	5 	39 	22.322 	4260 	4800 	3410 	-0.110 
7963	11 	23 	5 	41 	26.334 	4110 	4440 	3770 	0.450 
7964	11 	23 	5 	43 	2.801 	4230 	4590 	3410 	0.330 
7965	11 	23 	5 	44 	50.459 	4320 	4800 	3470 	-0.260 
7966	11 	23 	5 	46 	31.842 	4050 	4680 	3530 	-0.350 
7967	11 	23 	5 	47 	9.183 	3570 	4440 	3260 	-0.320 
7968	11 	23 	5 	53 	50.595 	4230 	4530 	3410 	-0.300 
7969	11 	23 	6 	1 	58.627 	3120 	3840 	3410 	nan
7970	11 	23 	6 	2 	41.835 	3150 	3810 	3110 	-0.480 
7971	11 	23 	6 	11 	17.362 	4290 	4830 	3470 	-0.150 
7972	11 	23 	6 	14 	41.467 	3150 	3870 	3230 	-0.020 
7973	11 	23 	6 	15 	6.169 	3120 	3750 	3260 	-0.320 
7974	11 	23 	6 	16 	7.524 	3150 	3870 	3170 	-0.040 
7975	11 	23 	6 	18 	3.971 	4140 	4410 	3710 	0.170 
7976	11 	23 	6 	19 	0.730 	4140 	4560 	3800 	0.310 
7977	11 	23 	6 	20 	23.103 	3120 	3840 	3260 	-0.150 
7978	11 	23 	6 	27 	10.805 	3090 	3780 	3380 	0.090 
7979	11 	23 	6 	27 	30.034 	3120 	3780 	3290 	0.170 
7980	11 	23 	6 	27 	38.673 	3060 	3720 	3410 	0.000 
7981	11 	23 	6 	28 	28.737 	4080 	4650 	3200 	-0.450 
7982	11 	23 	6 	30 	15.624 	3210 	3900 	3260 	0.090 
7983	11 	23 	6 	30 	45.216 	4200 	4470 	3740 	-0.250 
7984	11 	23 	6 	33 	50.352 	3150 	3870 	3200 	-0.020 
7985	11 	23 	6 	34 	38.622 	4230 	4530 	3560 	0.040 
7986	11 	23 	6 	39 	41.953 	4110 	4710 	3320 	-0.060 
7987	11 	23 	6 	40 	0.711 	4020 	4620 	3260 	-0.210 
7988	11 	23 	6 	41 	18.823 	4350 	4860 	3860 	0.410 
7989	11 	23 	6 	42 	25.168 	3120 	3840 	3320 	-0.300 
7990	11 	23 	6 	43 	3.047 	4170 	4470 	3170 	-0.320 
7991	11 	23 	6 	44 	8.733 	3150 	3840 	3260 	-0.150 
7992	11 	23 	6 	45 	35.879 	4260 	4740 	3650 	-0.030 
7993	11 	23 	6 	50 	35.525 	3090 	3780 	3590 	0.140 
7994	11 	23 	6 	52 	26.589 	4140 	4380 	3230 	0.480 
7995	11 	23 	6 	52 	45.408 	3030 	3780 	3260 	-0.010 
7996	11 	23 	6 	56 	42.069 	4260 	4590 	3290 	0.100 
7997	11 	23 	6 	58 	19.701 	4140 	4560 	3230 	0.010 
7998	11 	23 	7 	6 	23.848 	4320 	4830 	3800 	0.280 
7999	11 	23 	7 	11 	23.225 	4230 	4560 	3200 	-0.300 
8000	11 	23 	7 	14 	37.011 	3150 	3840 	3200 	-0.020 
8001	11 	23 	7 	15 	6.158 	3090 	3810 	3230 	-0.050 
8002	11 	23 	7 	18 	44.806 	2550 	3450 	3380 	0.220 
8003	11 	23 	7 	21 	42.433 	4080 	4380 	3260 	0.140 
8004	11 	23 	7 	23 	46.291 	4200 	4530 	3260 	1.040 
8005	11 	23 	7 	26 	22.402 	3060 	3750 	3470 	0.070 
8006	11 	23 	7 	26 	39.387 	3090 	3750 	3470 	0.180 
8007	11 	23 	7 	28 	34.105 	3150 	3870 	3230 	-0.250 
8008	11 	23 	7 	31 	46.816 	3330 	3750 	3560 	0.010 
8009	11 	23 	7 	32 	9.605 	3510 	3930 	3710 	0.230 
8010	11 	23 	7 	32 	40.892 	4110 	4440 	3350 	0.220 
8011	11 	23 	7 	35 	3.529 	3420 	3900 	3200 	0.040 
8012	11 	23 	7 	35 	41.099 	2580 	3480 	3440 	-0.080 
8013	11 	23 	7 	38 	53.190 	4110 	4710 	3230 	0.030 
8014	11 	23 	7 	39 	0.773 	4080 	4680 	3470 	0.060 
8015	11 	23 	7 	39 	22.136 	4140 	4740 	3290 	0.060 
8016	11 	23 	7 	45 	15.784 	3630 	3780 	3710 	-0.060 
8017	11 	23 	7 	45 	40.591 	3480 	4440 	3680 	nan
8018	11 	23 	7 	46 	1.443 	3420 	3990 	3650 	nan
8019	11 	23 	7 	50 	45.554 	3030 	3810 	3290 	-0.020 
8020	11 	23 	7 	51 	31.494 	3120 	3750 	3230 	0.010 
8021	11 	23 	7 	52 	8.686 	3120 	3750 	3440 	0.270 
8022	11 	23 	7 	53 	36.155 	4230 	4560 	3320 	0.000 
8023	11 	23 	7 	53 	56.793 	2460 	4320 	3500 	0.060 
8024	11 	23 	7 	57 	59.470 	3090 	3780 	3500 	0.150 
8025	11 	23 	7 	58 	36.664 	3090 	3750 	3500 	0.310 
8026	11 	23 	8 	0 	6.699 	4140 	4500 	3530 	0.000 
8027	11 	23 	8 	0 	51.515 	3450 	4020 	3800 	0.040 
8028	11 	23 	8 	0 	55.630 	3210 	3990 	3260 	-0.030 
8029	11 	23 	8 	1 	26.032 	3240 	3990 	3470 	0.010 
8030	11 	23 	8 	2 	43.440 	4290 	4800 	3410 	0.630 
8031	11 	23 	8 	3 	20.544 	2580 	3450 	3320 	0.080 
8032	11 	23 	8 	6 	6.177 	3120 	3780 	3530 	0.020 
8033	11 	23 	8 	13 	42.418 	3600 	4020 	3980 	-0.110 
8034	11 	23 	8 	15 	12.588 	3540 	3930 	3680 	nan
8035	11 	23 	8 	16 	4.698 	3090 	3750 	3440 	-0.030 
8036	11 	23 	8 	17 	54.717 	3000 	3840 	3440 	-0.020 
8037	11 	23 	8 	18 	54.507 	3090 	3720 	3320 	-0.130 
8038	11 	23 	8 	23 	7.771 	4050 	4350 	3290 	1.240 
8039	11 	23 	8 	24 	41.991 	3180 	3930 	3770 	0.270 
8040	11 	23 	8 	25 	19.906 	4020 	4770 	3320 	0.200 
8041	11 	23 	8 	35 	58.609 	4170 	4470 	3380 	0.020 
8042	11 	23 	8 	36 	33.261 	4230 	4590 	3320 	0.410 
8043	11 	23 	8 	37 	55.280 	3090 	3840 	3260 	-0.260 
8044	11 	23 	8 	39 	47.889 	4140 	4770 	3260 	-0.430 
8045	11 	23 	8 	40 	56.492 	3150 	3810 	3170 	-0.140 
8046	11 	23 	8 	43 	52.247 	3090 	3690 	3440 	0.080 
8047	11 	23 	8 	44 	34.328 	3090 	3750 	3320 	-0.110 
8048	11 	23 	8 	45 	6.143 	3090 	3720 	3410 	0.140 
8049	11 	23 	8 	45 	8.775 	3120 	3810 	3380 	0.140 
8050	11 	23 	8 	46 	14.573 	4260 	4680 	3500 	0.580 
8051	11 	23 	8 	48 	2.902 	4380 	4800 	3230 	0.070 
8052	11 	23 	8 	52 	41.844 	2550 	3450 	3380 	0.130 
8053	11 	23 	8 	54 	57.936 	3120 	3900 	3770 	-0.350 
8054	11 	23 	8 	55 	2.909 	3090 	3780 	3350 	-0.220 
8055	11 	23 	8 	56 	10.226 	3120 	3840 	3290 	0.310 
8056	11 	23 	9 	4 	25.759 	3090 	3750 	3230 	0.250 
8057	11 	23 	9 	4 	30.782 	4230 	4500 	3560 	-0.040 
8058	11 	23 	9 	6 	27.856 	3180 	3720 	3410 	0.080 
8059	11 	23 	9 	7 	24.069 	4140 	4770 	3290 	0.330 
8060	11 	23 	9 	7 	56.028 	4260 	4800 	3740 	0.140 
8061	11 	23 	9 	8 	46.262 	4110 	4770 	3380 	-0.220 
8062	11 	23 	9 	10 	16.636 	3090 	3720 	3170 	-0.190 
8063	11 	23 	9 	11 	52.017 	4260 	4590 	3320 	0.160 
8064	11 	23 	9 	14 	26.756 	3090 	3750 	3440 	-0.040 
8065	11 	23 	9 	15 	59.694 	2820 	4380 	3650 	-0.080 
8066	11 	23 	9 	16 	2.837 	2790 	4560 	3710 	0.280 
8067	11 	23 	9 	16 	9.012 	2820 	4470 	3470 	-0.020 
8068	11 	23 	9 	16 	55.190 	2790 	4470 	3740 	-0.280 
8069	11 	23 	9 	19 	11.507 	2910 	4290 	3740 	0.060 
8070	11 	23 	9 	20 	24.527 	3120 	3780 	3290 	0.170 
8071	11 	23 	9 	20 	37.114 	3090 	3810 	3470 	-0.210 
8072	11 	23 	9 	21 	20.660 	4050 	4410 	3410 	0.190 
8073	11 	23 	9 	21 	32.574 	4230 	4560 	3260 	-0.510 
8074	11 	23 	9 	25 	54.207 	4260 	4110 	3890 	-0.170 
8075	11 	23 	9 	27 	28.612 	2730 	4500 	3950 	-0.040 
8076	11 	23 	9 	29 	48.205 	3090 	3780 	3230 	0.110 
8077	11 	23 	9 	30 	21.918 	3150 	3810 	3440 	-0.140 
8078	11 	23 	9 	30 	42.822 	3120 	3810 	3380 	-0.180 
8079	11 	23 	9 	31 	30.430 	4230 	4590 	3440 	nan
8080	11 	23 	9 	33 	52.154 	3150 	3840 	3350 	-0.030 
8081	11 	23 	9 	34 	26.418 	3540 	4470 	3260 	-0.260 
8082	11 	23 	9 	40 	45.258 	2580 	3450 	3260 	-0.020 
8083	11 	23 	9 	46 	44.410 	3180 	3870 	3440 	-0.260 
8084	11 	23 	9 	47 	0.268 	3150 	3870 	3230 	-0.150 
8085	11 	23 	9 	49 	9.788 	3090 	3780 	3530 	0.000 
8086	11 	23 	9 	56 	34.921 	3090 	3780 	3440 	-0.070 
8087	11 	23 	9 	57 	9.098 	3060 	3780 	3500 	-0.160 
8088	11 	23 	9 	57 	48.648 	4140 	4530 	3500 	0.470 
8089	11 	23 	9 	59 	24.627 	3090 	3780 	3380 	-0.270 
8090	11 	23 	10 	2 	47.447 	4200 	4500 	3140 	0.100 
8091	11 	23 	10 	10 	3.788 	3150 	3870 	3230 	-0.110 
8092	11 	23 	10 	15 	12.823 	3090 	3720 	3710 	0.020 
8093	11 	23 	10 	15 	19.127 	3120 	3750 	3290 	0.030 
8094	11 	23 	10 	15 	29.349 	3120 	3690 	3320 	-0.570 
8095	11 	23 	10 	16 	28.843 	3090 	3750 	3230 	-0.020 
8096	11 	23 	10 	16 	54.848 	4140 	4410 	3290 	-0.240 
8097	11 	23 	10 	18 	5.245 	3090 	3780 	3590 	0.100 
8098	11 	23 	10 	19 	39.356 	3540 	4440 	3350 	-0.440 
8099	11 	23 	10 	30 	54.270 	4170 	4410 	3320 	-0.160 
8100	11 	23 	10 	37 	23.307 	3150 	3840 	3200 	0.080 
8101	11 	23 	10 	37 	49.254 	3150 	3870 	3200 	-0.290 
8102	11 	23 	10 	38 	8.022 	3120 	3840 	3290 	-0.330 
8103	11 	23 	10 	44 	28.157 	4200 	4650 	3320 	-0.300 
8104	11 	23 	10 	46 	59.034 	4320 	4770 	3860 	-0.180 
8105	11 	23 	10 	54 	39.687 	3120 	3840 	3230 	-0.310 
8106	11 	23 	10 	56 	46.514 	4290 	4560 	3440 	0.180 
8107	11 	23 	10 	57 	38.970 	3210 	3510 	3470 	-0.460 
8108	11 	23 	11 	0 	20.744 	4140 	4500 	3770 	-0.060 
8109	11 	23 	11 	1 	56.606 	3120 	3810 	3380 	-0.360 
8110	11 	23 	11 	2 	6.238 	3090 	3750 	3440 	-0.250 
8111	11 	23 	11 	2 	23.813 	4200 	4440 	3380 	-0.310 
8112	11 	23 	11 	2 	51.085 	4170 	4470 	3440 	-0.080 
8113	11 	23 	11 	3 	22.460 	3630 	3750 	3410 	-0.530 
8114	11 	23 	11 	8 	31.720 	3630 	3780 	3410 	-0.370 
8115	11 	23 	11 	15 	37.248 	4080 	4410 	3350 	-0.280 
8116	11 	23 	11 	17 	14.980 	3030 	3720 	3230 	-0.040 
8117	11 	23 	11 	18 	6.061 	3030 	3690 	3230 	-0.390 
8118	11 	23 	11 	21 	5.561 	4080 	4410 	3230 	0.010 
8119	11 	23 	11 	22 	27.862 	4230 	4470 	3350 	-0.420 
8120	11 	23 	11 	28 	11.875 	4140 	4530 	3230 	0.430 
8121	11 	23 	11 	30 	49.085 	3120 	3810 	3350 	0.280 
8122	11 	23 	11 	31 	21.546 	3090 	3750 	3200 	-0.320 
8123	11 	23 	11 	34 	15.538 	4230 	4470 	3800 	-0.070 
8124	11 	23 	11 	34 	26.530 	3090 	3750 	3320 	-0.310 
8125	11 	23 	11 	35 	28.052 	4110 	4800 	3500 	-0.340 
8126	11 	23 	11 	39 	50.806 	3120 	3690 	3320 	-0.050 
8127	11 	23 	11 	43 	39.388 	3360 	3900 	3320 	-0.240 
8128	11 	23 	11 	43 	46.093 	4170 	4410 	3590 	0.130 
8129	11 	23 	11 	43 	48.376 	4140 	4440 	3260 	0.130 
8130	11 	23 	11 	49 	34.479 	4260 	4620 	3350 	0.040 
8131	11 	23 	11 	55 	30.606 	4260 	4800 	3230 	0.910 
8132	11 	23 	11 	56 	15.809 	4320 	4710 	3590 	-0.510 
8133	11 	23 	11 	59 	27.749 	4170 	4650 	3530 	-0.840 
8134	11 	23 	12 	1 	48.451 	4020 	4680 	3350 	-0.250 
8135	11 	23 	12 	2 	34.944 	3060 	3900 	3170 	-0.320 
8136	11 	23 	12 	2 	52.237 	3060 	3900 	3380 	-0.290 
8137	11 	23 	12 	3 	52.906 	3570 	4410 	3500 	nan
8138	11 	23 	12 	4 	35.170 	3150 	3810 	3230 	-0.330 
8139	11 	23 	12 	4 	51.496 	3120 	3780 	3260 	-0.020 
8140	11 	23 	12 	5 	9.282 	3150 	3780 	3260 	-0.130 
8141	11 	23 	12 	5 	26.051 	3120 	3690 	3050 	-0.270 
8142	11 	23 	12 	5 	31.507 	3120 	3810 	3440 	-0.170 
8143	11 	23 	12 	5 	57.567 	2610 	3480 	3560 	-0.450 
8144	11 	23 	12 	6 	12.553 	3120 	3780 	3200 	-0.710 
8145	11 	23 	12 	7 	39.817 	3120 	3810 	3320 	-0.210 
8146	11 	23 	12 	7 	58.290 	3150 	3840 	3200 	nan
8147	11 	23 	12 	9 	8.826 	4260 	4620 	3800 	-0.050 
8148	11 	23 	12 	10 	18.210 	3630 	3750 	3170 	nan
8149	11 	23 	12 	10 	26.292 	3150 	3840 	3260 	-0.220 
8150	11 	23 	12 	10 	38.668 	4110 	4410 	3440 	-0.050 
8151	11 	23 	12 	17 	43.161 	4290 	4410 	3500 	-0.100 
8152	11 	23 	12 	19 	41.498 	4050 	4380 	3740 	0.100 
8153	11 	23 	12 	20 	22.933 	4200 	4350 	3470 	-0.220 
8154	11 	23 	12 	22 	35.260 	4110 	4470 	3320 	-0.060 
8155	11 	23 	12 	26 	24.916 	4080 	4380 	3290 	-0.110 
8156	11 	23 	12 	31 	20.441 	4230 	4530 	3320 	0.680 
8157	11 	23 	12 	32 	1.033 	4020 	4290 	3350 	0.050 
8158	11 	23 	12 	33 	39.122 	3570 	4440 	3230 	-0.170 
8159	11 	23 	12 	36 	18.081 	2580 	3480 	3410 	0.850 
8160	11 	23 	12 	45 	38.246 	3240 	4020 	3470 	-0.120 
8161	11 	23 	12 	57 	35.329 	4140 	4770 	3380 	0.570 
8162	11 	23 	12 	57 	39.345 	3990 	4650 	3260 	0.110 
8163	11 	23 	13 	2 	32.967 	3240 	3990 	3170 	-0.160 
8164	11 	23 	13 	2 	53.582 	4170 	4440 	3230 	0.720 
8165	11 	23 	13 	4 	31.617 	3570 	4470 	3110 	-0.250 
8166	11 	23 	13 	6 	7.855 	3000 	2430 	3230 	-0.360 
8167	11 	23 	13 	8 	33.105 	3060 	3690 	3530 	-0.200 
8168	11 	23 	13 	16 	47.910 	3660 	3780 	3290 	-0.350 
8169	11 	23 	13 	17 	3.582 	3420 	3930 	3200 	-0.270 
8170	11 	23 	13 	22 	55.169 	4230 	4470 	3380 	-0.080 
8171	11 	23 	13 	32 	55.373 	3090 	3780 	3200 	0.000 
8172	11 	23 	13 	33 	5.244 	3090 	3750 	3290 	0.190 
8173	11 	23 	13 	38 	38.866 	4140 	4560 	3830 	0.350 
8174	11 	23 	13 	44 	58.655 	3600 	3750 	3020 	nan
8175	11 	23 	14 	0 	15.936 	4230 	4500 	3620 	-0.430 
8176	11 	23 	14 	9 	11.755 	3090 	3750 	3470 	0.300 
8177	11 	23 	14 	9 	11.740 	3090 	3750 	3500 	0.290 
8178	11 	23 	14 	9 	16.955 	3090 	3810 	3200 	0.070 
8179	11 	23 	14 	10 	29.468 	4230 	4470 	3800 	0.070 
8180	11 	23 	14 	12 	41.469 	3120 	3750 	3230 	0.120 
8181	11 	23 	14 	13 	48.814 	3240 	3990 	3290 	0.040 
8182	11 	23 	14 	22 	10.803 	4200 	4560 	3770 	0.240 
8183	11 	23 	14 	23 	20.576 	3120 	3780 	3230 	-0.210 
8184	11 	23 	14 	23 	33.751 	3150 	3780 	3200 	-0.200 
8185	11 	23 	14 	27 	35.640 	4110 	4410 	3230 	0.220 
8186	11 	23 	14 	29 	1.894 	4050 	4380 	3380 	0.210 
8187	11 	23 	14 	29 	10.281 	4140 	4440 	3230 	0.690 
8188	11 	23 	14 	30 	33.018 	4230 	4980 	3830 	-0.150 
8189	11 	23 	14 	35 	41.391 	3390 	3810 	3230 	-0.140 
8190	11 	23 	14 	40 	0.296 	3150 	3810 	3410 	-0.210 
8191	11 	23 	14 	42 	19.085 	2970 	3750 	3440 	0.070 
8192	11 	23 	14 	43 	18.346 	3360 	3870 	3170 	0.100 
8193	11 	23 	14 	44 	3.249 	3150 	3840 	3260 	0.110 
8194	11 	23 	14 	46 	18.742 	3600 	3780 	3590 	nan
8195	11 	23 	14 	52 	24.154 	4110 	4410 	3140 	-0.120 
8196	11 	23 	14 	54 	56.497 	4110 	4740 	3350 	-0.180 
8197	11 	23 	15 	3 	57.033 	3750 	4110 	3320 	-0.020 
8198	11 	23 	15 	8 	22.678 	4200 	4440 	3350 	-0.200 
8199	11 	23 	15 	20 	38.776 	4230 	4590 	3440 	0.370 
8200	11 	23 	15 	21 	11.997 	4200 	4560 	3200 	0.110 
8201	11 	23 	15 	23 	11.873 	4140 	4500 	3770 	0.360 
8202	11 	23 	15 	24 	15.673 	3060 	3810 	3110 	0.120 
8203	11 	23 	15 	37 	33.522 	3030 	3810 	3260 	-0.180 
8204	11 	23 	15 	40 	45.161 	3630 	3720 	3380 	-0.160 
8205	11 	23 	15 	42 	54.807 	2550 	3450 	3410 	-0.040 
8206	11 	23 	15 	42 	58.832 	3120 	3810 	3260 	-0.040 
8207	11 	23 	16 	0 	21.872 	2550 	3420 	3380 	-0.460 
8208	11 	23 	16 	3 	32.599 	4140 	4770 	3290 	0.330 
8209	11 	23 	16 	13 	38.333 	3150 	3900 	3260 	0.050 
8210	11 	23 	16 	21 	49.437 	4260 	4440 	3530 	0.070 
8211	11 	23 	16 	27 	34.350 	4200 	4500 	3350 	0.910 
8212	11 	23 	16 	28 	12.328 	3090 	3750 	3110 	0.160 
8213	11 	23 	16 	28 	12.272 	3090 	3750 	3380 	0.120 
8214	11 	23 	16 	28 	55.208 	3090 	3780 	3410 	0.110 
8215	11 	23 	16 	39 	23.502 	4170 	4470 	3260 	0.540 
8216	11 	23 	16 	42 	8.135 	4110 	4800 	3470 	-0.010 
8217	11 	23 	16 	50 	34.925 	4080 	4650 	3440 	-0.080 
8218	11 	23 	16 	58 	12.577 	4290 	4650 	3200 	0.210 
8219	11 	23 	17 	0 	22.987 	4290 	4650 	3470 	-0.590 
8220	11 	23 	17 	12 	40.467 	3030 	3720 	3500 	0.160 
8221	11 	23 	17 	12 	53.912 	3060 	3690 	3350 	0.240 
8222	11 	23 	17 	18 	11.719 	4140 	4800 	3440 	0.130 
8223	11 	23 	17 	18 	41.026 	3990 	4680 	3260 	0.090 
