Number	Month	Day	Hour	Minute	Second	Easting (m)	Northing (m)	Depth (m)	Magnitude Mw
2983	11 	5 	19 	15 	16.942 	3240 	4020 	3470 	0.060 
2984	11 	5 	19 	16 	2.215 	3150 	3840 	3590 	0.050 
2985	11 	5 	19 	17 	7.731 	3030 	3690 	3590 	-0.090 
2986	11 	5 	19 	17 	51.695 	3210 	3960 	3320 	0.280 
2987	11 	5 	19 	19 	15.082 	3210 	3930 	3620 	0.010 
2988	11 	5 	19 	19 	26.630 	3180 	3900 	3620 	0.140 
2989	11 	5 	19 	19 	36.828 	3210 	3930 	3500 	0.040 
2990	11 	5 	19 	20 	14.611 	3210 	3900 	3440 	0.010 
2991	11 	5 	19 	22 	0.102 	3060 	3750 	3470 	-0.010 
2992	11 	5 	19 	22 	27.123 	3150 	3780 	3470 	-0.300 
2993	11 	5 	19 	22 	34.268 	3120 	3750 	3500 	0.140 
2994	11 	5 	19 	24 	38.905 	3120 	3930 	3200 	0.110 
2995	11 	5 	19 	24 	44.404 	3210 	3930 	3440 	0.180 
2996	11 	5 	19 	26 	6.689 	3150 	3840 	3470 	0.230 
2997	11 	5 	19 	26 	57.007 	3210 	3780 	3350 	0.210 
2998	11 	5 	19 	27 	7.454 	3240 	4020 	3410 	0.280 
2999	11 	5 	19 	27 	13.625 	3180 	3870 	3350 	-0.070 
3000	11 	5 	19 	28 	44.572 	3150 	3930 	3530 	0.080 
3001	11 	5 	19 	28 	47.975 	3210 	3930 	3470 	0.090 
3002	11 	5 	19 	28 	53.506 	3210 	3930 	3440 	0.120 
3003	11 	5 	19 	29 	43.803 	3120 	3810 	3470 	0.040 
3004	11 	5 	19 	29 	52.360 	3210 	3960 	3230 	0.190 
3005	11 	5 	19 	30 	51.825 	3210 	3960 	3500 	0.100 
3006	11 	5 	19 	32 	13.005 	3150 	3870 	3440 	0.100 
3007	11 	5 	19 	33 	37.631 	3150 	3840 	3230 	0.300 
3008	11 	5 	19 	33 	53.348 	3030 	3810 	3350 	0.150 
3009	11 	5 	19 	33 	58.346 	3210 	3990 	3530 	0.190 
3010	11 	5 	19 	35 	2.523 	3150 	3870 	3620 	0.160 
3011	11 	5 	19 	35 	26.624 	3120 	3780 	3170 	0.020 
3012	11 	5 	19 	36 	19.391 	3180 	3900 	3410 	nan
3013	11 	5 	19 	37 	6.329 	3240 	4020 	3440 	0.170 
3014	11 	5 	19 	37 	59.957 	3150 	3900 	3380 	0.200 
3015	11 	5 	19 	38 	3.144 	3180 	4080 	4040 	0.040 
3016	11 	5 	19 	38 	16.848 	3210 	3960 	3200 	0.170 
3017	11 	5 	19 	38 	21.388 	3060 	3690 	3110 	0.110 
3018	11 	5 	19 	39 	1.176 	3210 	3960 	3170 	0.290 
3019	11 	5 	19 	39 	15.495 	3180 	3900 	3410 	0.090 
3020	11 	5 	19 	40 	10.982 	3240 	4020 	3410 	0.270 
3021	11 	5 	19 	40 	33.455 	3270 	3990 	3290 	0.430 
3022	11 	5 	19 	41 	56.390 	3150 	3870 	3140 	0.110 
3023	11 	5 	19 	42 	6.529 	3210 	3960 	3350 	0.540 
3024	11 	5 	19 	43 	10.070 	3240 	4020 	3500 	0.190 
3025	11 	5 	19 	43 	39.605 	3210 	3900 	3410 	0.130 
3026	11 	5 	19 	44 	14.256 	3150 	4170 	3470 	0.160 
3027	11 	5 	19 	44 	56.932 	3180 	3900 	3410 	0.260 
3028	11 	5 	19 	45 	46.264 	3150 	3840 	3230 	0.200 
3029	11 	5 	19 	46 	48.584 	3180 	3900 	3500 	0.230 
3030	11 	5 	19 	47 	2.723 	3240 	4020 	3500 	0.100 
3031	11 	5 	19 	47 	26.939 	3210 	3960 	3470 	0.200 
3032	11 	5 	19 	48 	24.784 	3210 	4020 	3470 	0.060 
3033	11 	5 	19 	49 	7.598 	3060 	3690 	3410 	-0.040 
3034	11 	5 	19 	49 	26.450 	3210 	3990 	3560 	0.050 
3035	11 	5 	19 	49 	40.977 	3180 	3870 	3380 	0.020 
3036	11 	5 	19 	50 	26.905 	3240 	4050 	3410 	0.290 
3037	11 	5 	19 	50 	41.685 	3210 	4020 	3500 	-0.150 
3038	11 	5 	19 	52 	34.013 	3180 	3930 	3380 	0.370 
3039	11 	5 	19 	52 	36.701 	3210 	3930 	3440 	0.370 
3040	11 	5 	19 	53 	4.490 	3090 	3720 	3260 	0.030 
3041	11 	5 	19 	53 	40.170 	3150 	3900 	3380 	0.200 
3042	11 	5 	19 	53 	56.506 	3210 	3930 	3350 	0.530 
3043	11 	5 	19 	53 	59.158 	3150 	3810 	3200 	0.300 
3044	11 	5 	19 	55 	39.930 	3150 	3900 	3410 	0.030 
3045	11 	5 	19 	55 	51.384 	3240 	4050 	3350 	0.090 
3046	11 	5 	19 	56 	44.632 	3180 	3900 	3380 	0.170 
3047	11 	5 	19 	57 	57.309 	3120 	3840 	3290 	0.200 
3048	11 	5 	19 	58 	11.831 	3210 	4020 	3470 	0.070 
3049	11 	5 	19 	59 	26.758 	3180 	3780 	3260 	-0.330 
3050	11 	5 	20 	0 	18.301 	3180 	4020 	3440 	-0.470 
3051	11 	5 	20 	1 	45.389 	3120 	3810 	3290 	-0.030 
3052	11 	5 	20 	1 	59.386 	3150 	3840 	3290 	-0.100 
3053	11 	5 	20 	2 	48.483 	3180 	3900 	3410 	0.130 
3054	11 	5 	20 	4 	28.320 	3210 	3900 	3260 	0.070 
3055	11 	5 	20 	4 	57.291 	3240 	3990 	3530 	0.140 
3056	11 	5 	20 	5 	1.827 	3120 	3840 	3590 	0.230 
3057	11 	5 	20 	5 	41.692 	3240 	4050 	3380 	0.190 
3058	11 	5 	20 	5 	52.656 	3150 	3870 	3410 	0.020 
3059	11 	5 	20 	5 	58.808 	3180 	3930 	3650 	0.520 
3060	11 	5 	20 	7 	22.556 	2970 	3570 	3620 	-0.010 
3061	11 	5 	20 	8 	4.626 	3120 	3840 	3320 	0.030 
3062	11 	5 	20 	9 	4.336 	3180 	3900 	3320 	0.250 
3063	11 	5 	20 	9 	24.360 	3150 	3810 	3170 	0.140 
3064	11 	5 	20 	10 	17.742 	3150 	3870 	3260 	-0.310 
3065	11 	5 	20 	10 	37.015 	3180 	3900 	3440 	-0.080 
3066	11 	5 	20 	11 	57.607 	3240 	3990 	3260 	0.290 
3067	11 	5 	20 	12 	24.624 	3210 	4020 	3650 	-0.110 
3068	11 	5 	20 	13 	43.070 	3210 	3990 	3530 	0.100 
3069	11 	5 	20 	14 	8.008 	3150 	3870 	3470 	-0.010 
3070	11 	5 	20 	15 	17.755 	3180 	3870 	3260 	-0.360 
3071	11 	5 	20 	16 	5.286 	3210 	3960 	3440 	nan
3072	11 	5 	20 	16 	11.933 	3210 	3960 	3350 	0.080 
3073	11 	5 	20 	16 	49.611 	3210 	3990 	3470 	-0.110 
3074	11 	5 	20 	16 	55.578 	3120 	3810 	3440 	0.110 
3075	11 	5 	20 	17 	57.433 	3240 	3990 	3410 	0.120 
3076	11 	5 	20 	18 	20.239 	3180 	3840 	3470 	0.000 
3077	11 	5 	20 	18 	26.517 	3150 	3840 	3200 	0.160 
3078	11 	5 	20 	18 	50.071 	3120 	3840 	3410 	-0.180 
3079	11 	5 	20 	19 	40.556 	3240 	4020 	3470 	0.140 
3080	11 	5 	20 	20 	21.342 	3210 	3960 	3440 	0.100 
3081	11 	5 	20 	20 	25.726 	3240 	3990 	3380 	0.100 
3082	11 	5 	20 	21 	53.887 	3240 	4050 	3410 	-0.430 
3083	11 	5 	20 	22 	5.361 	3270 	4020 	3110 	-0.020 
3084	11 	5 	20 	22 	21.969 	3210 	3930 	3350 	0.580 
3085	11 	5 	20 	22 	42.339 	3210 	3930 	3320 	0.310 
3086	11 	5 	20 	22 	50.970 	3090 	3810 	3230 	0.080 
3087	11 	5 	20 	23 	24.606 	3240 	3990 	3350 	0.070 
3088	11 	5 	20 	23 	37.143 	3180 	3960 	3410 	-0.120 
3089	11 	5 	20 	25 	9.261 	3240 	3990 	3440 	-0.900 
3090	11 	5 	20 	25 	9.261 	3240 	3990 	3440 	-0.900 
3091	11 	5 	20 	27 	55.308 	3180 	3960 	3350 	0.050 
3092	11 	5 	20 	28 	15.773 	3270 	4020 	3350 	0.510 
3093	11 	5 	20 	30 	24.932 	3150 	3810 	3170 	0.120 
3094	11 	5 	20 	31 	3.990 	3210 	3990 	3410 	0.150 
3095	11 	5 	20 	32 	45.653 	3180 	3900 	3470 	0.070 
3096	11 	5 	20 	33 	11.683 	3180 	3900 	3440 	0.400 
3097	11 	5 	20 	33 	18.034 	3150 	3810 	3200 	-0.370 
3098	11 	5 	20 	33 	20.837 	3150 	3810 	3140 	-0.370 
3099	11 	5 	20 	33 	20.831 	3150 	3840 	3170 	-0.410 
3100	11 	5 	20 	34 	7.615 	3180 	3870 	3290 	-0.140 
3101	11 	5 	20 	35 	12.165 	3240 	4020 	3350 	0.500 
3102	11 	5 	20 	36 	51.953 	3240 	4020 	3410 	0.310 
3103	11 	5 	20 	37 	9.792 	3150 	3780 	3140 	0.130 
3104	11 	5 	20 	37 	33.447 	3210 	3930 	3320 	0.160 
3105	11 	5 	20 	38 	15.471 	3210 	3930 	3350 	0.290 
3106	11 	5 	20 	38 	17.939 	3180 	3930 	3440 	0.290 
3107	11 	5 	20 	39 	19.420 	3240 	4020 	3590 	0.110 
3108	11 	5 	20 	40 	1.608 	3120 	3780 	3470 	0.120 
3109	11 	5 	20 	40 	2.841 	3120 	3780 	3290 	0.120 
3110	11 	5 	20 	41 	3.139 	3240 	4020 	3410 	-0.060 
3111	11 	5 	20 	41 	3.157 	3240 	4020 	3320 	-0.060 
3112	11 	5 	20 	41 	20.651 	3180 	3870 	3680 	0.280 
3113	11 	5 	20 	41 	29.709 	3210 	3990 	3440 	-0.080 
3114	11 	5 	20 	44 	13.546 	3240 	4050 	3470 	0.240 
3115	11 	5 	20 	44 	20.911 	3180 	3960 	3710 	0.230 
3116	11 	5 	20 	45 	12.683 	3210 	3990 	3560 	0.210 
3117	11 	5 	20 	45 	38.123 	3210 	3990 	3380 	-0.120 
3118	11 	5 	20 	46 	47.810 	3150 	3840 	3230 	0.080 
3119	11 	5 	20 	47 	33.917 	3210 	4050 	3770 	0.190 
3120	11 	5 	20 	50 	54.762 	3180 	3780 	3260 	-0.070 
3121	11 	5 	20 	50 	58.705 	3180 	3810 	3290 	-0.070 
3122	11 	5 	20 	51 	32.671 	3240 	4050 	3500 	-0.310 
3123	11 	5 	20 	51 	41.161 	3180 	3930 	3500 	-0.120 
3124	11 	5 	20 	53 	53.903 	3210 	3990 	3410 	0.290 
3125	11 	5 	20 	55 	4.607 	3210 	3870 	3140 	0.240 
3126	11 	5 	20 	55 	43.547 	3180 	3900 	3590 	0.060 
3127	11 	5 	20 	56 	24.469 	3210 	3900 	3320 	-0.170 
3128	11 	5 	20 	57 	52.874 	3180 	3870 	3290 	-0.070 
3129	11 	5 	20 	58 	36.428 	3240 	3990 	3230 	-0.150 
3130	11 	5 	20 	59 	0.528 	3210 	3990 	3380 	0.170 
3131	11 	5 	20 	59 	57.830 	3060 	3900 	3380 	0.000 
3132	11 	5 	21 	0 	14.674 	3240 	3990 	3440 	-0.170 
3133	11 	5 	21 	3 	0.480 	3240 	3990 	3410 	-0.450 
3134	11 	5 	21 	3 	35.815 	3150 	3780 	3170 	-0.210 
3135	11 	5 	21 	3 	56.228 	3120 	3870 	3770 	-0.030 
3136	11 	5 	21 	4 	14.037 	3180 	3900 	3560 	-0.050 
3137	11 	5 	21 	5 	41.897 	3150 	3960 	3740 	-0.030 
3138	11 	5 	21 	8 	27.411 	3150 	3840 	3200 	0.020 
3139	11 	5 	21 	9 	17.997 	3180 	3870 	3380 	0.090 
3140	11 	5 	21 	11 	10.103 	3210 	4020 	3590 	-0.100 
3141	11 	5 	21 	11 	39.408 	3210 	3990 	3500 	0.040 
3142	11 	5 	21 	11 	55.079 	3240 	3990 	3440 	0.060 
3143	11 	5 	21 	12 	17.193 	3210 	3990 	3260 	-0.070 
3144	11 	5 	21 	12 	53.338 	3270 	4050 	3350 	0.490 
3145	11 	5 	21 	14 	18.047 	3180 	3900 	3410 	0.060 
3146	11 	5 	21 	18 	36.203 	3120 	3840 	3170 	0.220 
3147	11 	5 	21 	18 	38.426 	3240 	3990 	3440 	0.220 
3148	11 	5 	21 	18 	41.183 	3150 	3810 	3170 	0.300 
3149	11 	5 	21 	18 	48.410 	3210 	3990 	3410 	-0.100 
3150	11 	5 	21 	20 	36.800 	3150 	3960 	3470 	-0.020 
3151	11 	5 	21 	22 	3.892 	3120 	3840 	3260 	0.160 
3152	11 	5 	21 	22 	9.136 	3240 	4020 	3290 	0.070 
3153	11 	5 	21 	22 	17.789 	3270 	3960 	3140 	0.030 
3154	11 	5 	21 	22 	39.310 	3180 	3870 	3230 	0.080 
3155	11 	5 	21 	24 	41.064 	3150 	3840 	3290 	0.040 
3156	11 	5 	21 	25 	55.717 	3180 	3840 	3320 	-0.070 
3157	11 	5 	21 	26 	32.510 	3120 	3810 	3260 	-0.020 
3158	11 	5 	21 	29 	0.879 	3210 	3990 	3560 	-0.120 
3159	11 	5 	21 	29 	21.805 	3150 	3870 	3380 	0.020 
3160	11 	5 	21 	30 	30.310 	3150 	3960 	3470 	-0.020 
3161	11 	5 	21 	31 	39.900 	3210 	3960 	3380 	0.000 
3162	11 	5 	21 	31 	51.036 	3180 	3990 	3320 	nan
3163	11 	5 	21 	31 	52.993 	3240 	4050 	3290 	0.090 
3164	11 	5 	21 	31 	55.259 	3150 	3840 	3230 	0.090 
3165	11 	5 	21 	32 	0.081 	3120 	3780 	3170 	-0.210 
3166	11 	5 	21 	32 	45.270 	3210 	3900 	3440 	0.430 
3167	11 	5 	21 	35 	23.892 	3210 	3930 	3110 	0.170 
3168	11 	5 	21 	35 	34.014 	3210 	3900 	3380 	0.100 
3169	11 	5 	21 	35 	51.085 	3210 	3930 	3410 	0.110 
3170	11 	5 	21 	36 	40.001 	3210 	3990 	3650 	0.580 
3171	11 	5 	21 	36 	44.806 	3240 	3960 	3470 	0.220 
3172	11 	5 	21 	38 	43.428 	3150 	3780 	3230 	-0.450 
3173	11 	5 	21 	39 	25.155 	3210 	4050 	3800 	-0.440 
3174	11 	5 	21 	47 	23.856 	3210 	3990 	3530 	-0.070 
3175	11 	5 	21 	50 	50.347 	3180 	3870 	3410 	0.080 
3176	11 	5 	21 	52 	9.606 	3180 	3870 	3500 	0.210 
3177	11 	5 	21 	52 	34.498 	3240 	4020 	3590 	0.220 
3178	11 	5 	21 	53 	40.200 	3150 	3810 	3230 	0.210 
3179	11 	5 	21 	55 	35.949 	3240 	4050 	3440 	0.160 
3180	11 	5 	21 	58 	17.901 	3240 	3960 	3500 	0.120 
3181	11 	5 	21 	58 	25.967 	3240 	3930 	3620 	0.260 
3182	11 	5 	21 	58 	29.389 	3210 	3990 	3470 	0.430 
3183	11 	5 	21 	58 	46.779 	3210 	3960 	3320 	0.030 
3184	11 	5 	21 	59 	27.482 	3240 	3990 	3350 	-0.290 
3185	11 	5 	22 	1 	16.690 	3270 	4020 	3350 	0.460 
3186	11 	5 	22 	4 	16.293 	3240 	4020 	3470 	0.330 
3187	11 	5 	22 	4 	20.819 	3210 	3930 	3440 	0.170 
3188	11 	5 	22 	7 	13.234 	3150 	3840 	3260 	0.090 
3189	11 	5 	22 	9 	16.248 	3270 	4020 	3350 	0.200 
3190	11 	5 	22 	9 	30.223 	3270 	4050 	3380 	0.190 
3191	11 	5 	22 	10 	13.281 	3150 	3870 	3440 	0.000 
3192	11 	5 	22 	13 	7.275 	3120 	3810 	3470 	0.390 
3193	11 	5 	22 	13 	16.142 	3090 	3780 	3470 	0.380 
3194	11 	5 	22 	14 	16.889 	3120 	3780 	3320 	0.250 
3195	11 	5 	22 	14 	38.968 	3090 	3750 	3380 	0.150 
3196	11 	5 	22 	15 	33.338 	3270 	4050 	3410 	0.570 
3197	11 	5 	22 	15 	47.986 	3180 	4020 	3470 	0.160 
3198	11 	5 	22 	19 	29.789 	3240 	4020 	3440 	0.110 
3199	11 	5 	22 	19 	48.117 	3210 	3990 	3470 	0.090 
3200	11 	5 	22 	19 	53.197 	3210 	3960 	3410 	0.600 
3201	11 	5 	22 	22 	19.476 	3240 	4020 	3560 	0.250 
3202	11 	5 	22 	24 	8.290 	3180 	3900 	3380 	0.280 
3203	11 	5 	22 	25 	9.804 	3210 	3930 	3260 	0.220 
3204	11 	5 	22 	25 	45.118 	3150 	3900 	3590 	0.450 
3205	11 	5 	22 	26 	36.367 	3210 	4020 	3470 	0.070 
3206	11 	5 	22 	29 	28.627 	3150 	3840 	3650 	0.030 
3207	11 	5 	22 	29 	51.820 	3210 	3990 	3470 	0.070 
3208	11 	5 	22 	31 	31.738 	3240 	3990 	3410 	0.250 
3209	11 	5 	22 	31 	38.668 	3240 	3990 	3380 	0.190 
3210	11 	5 	22 	31 	42.769 	3240 	4020 	3470 	0.130 
3211	11 	5 	22 	34 	37.864 	3210 	4020 	3530 	0.070 
3212	11 	5 	22 	37 	3.825 	3120 	3840 	3440 	-0.010 
3213	11 	5 	22 	38 	4.035 	3180 	3930 	3320 	0.020 
3214	11 	5 	22 	41 	45.496 	3240 	4050 	3440 	0.500 
3215	11 	5 	22 	42 	30.277 	3030 	3810 	3410 	0.170 
3216	11 	5 	22 	43 	9.923 	3150 	3900 	3710 	0.000 
3217	11 	5 	22 	46 	35.844 	3150 	3840 	3290 	0.200 
3218	11 	5 	22 	46 	37.927 	3150 	3840 	3290 	0.200 
3219	11 	5 	22 	48 	4.526 	3180 	3960 	3590 	nan
3220	11 	5 	22 	48 	14.940 	3210 	3930 	3530 	0.320 
3221	11 	5 	22 	51 	10.737 	3240 	4050 	3410 	0.610 
3222	11 	5 	22 	51 	17.551 	3210 	3960 	3620 	0.390 
3223	11 	5 	22 	55 	35.141 	3210 	3930 	3380 	0.330 
3224	11 	5 	22 	55 	44.734 	3210 	3930 	3500 	0.290 
3225	11 	5 	22 	57 	5.330 	3270 	4020 	3410 	0.270 
3226	11 	5 	23 	2 	8.261 	3210 	3900 	3290 	0.490 
3227	11 	5 	23 	4 	34.706 	3180 	3870 	3470 	0.220 
3228	11 	5 	23 	4 	50.481 	3030 	3810 	3410 	0.180 
3229	11 	5 	23 	6 	16.031 	3240 	4050 	3410 	0.320 
3230	11 	5 	23 	6 	58.705 	3240 	4020 	3410 	0.130 
3231	11 	5 	23 	8 	42.112 	3240 	4020 	3470 	-0.050 
3232	11 	5 	23 	10 	2.649 	3210 	4050 	3620 	0.110 
3233	11 	5 	23 	10 	12.991 	3210 	3960 	3380 	0.110 
3234	11 	5 	23 	11 	3.923 	3270 	4020 	3380 	0.190 
3235	11 	5 	23 	11 	54.411 	3180 	3960 	3470 	-0.050 
3236	11 	5 	23 	12 	30.115 	3210 	3960 	3470 	0.080 
3237	11 	5 	23 	12 	57.472 	3240 	4020 	3320 	0.060 
3238	11 	5 	23 	13 	21.729 	3240 	4020 	3530 	0.050 
3239	11 	5 	23 	13 	49.981 	3180 	3990 	3530 	0.210 
3240	11 	5 	23 	14 	0.265 	3210 	3960 	3470 	0.450 
3241	11 	5 	23 	14 	42.650 	3240 	4020 	3380 	-0.360 
3242	11 	5 	23 	16 	43.661 	3240 	4050 	3380 	0.230 
3243	11 	5 	23 	17 	2.495 	3270 	4050 	3440 	0.350 
3244	11 	5 	23 	17 	14.685 	3240 	4050 	3440 	0.240 
3245	11 	5 	23 	17 	47.783 	3180 	3930 	3440 	0.050 
3246	11 	5 	23 	22 	35.807 	3240 	4020 	3380 	0.210 
3247	11 	5 	23 	22 	40.465 	3270 	4020 	3320 	0.160 
3248	11 	5 	23 	25 	48.612 	3180 	3900 	3590 	0.050 
3249	11 	5 	23 	26 	51.450 	3210 	3990 	3290 	0.160 
3250	11 	5 	23 	27 	10.263 	3240 	3990 	3380 	0.210 
3251	11 	5 	23 	27 	28.138 	3210 	4020 	3620 	0.510 
3252	11 	5 	23 	33 	9.963 	2730 	3810 	3260 	0.030 
3253	11 	5 	23 	35 	0.840 	3210 	3900 	3470 	0.110 
3254	11 	5 	23 	35 	5.361 	3180 	3870 	3170 	0.210 
3255	11 	5 	23 	35 	26.355 	3180 	3900 	3590 	0.470 
3256	11 	5 	23 	35 	30.128 	3180 	3900 	3590 	0.480 
3257	11 	5 	23 	36 	38.089 	3270 	4020 	3350 	0.360 
3258	11 	5 	23 	37 	40.292 	3240 	4050 	3470 	0.100 
3259	11 	5 	23 	38 	10.595 	3240 	3990 	3350 	-0.200 
3260	11 	5 	23 	39 	34.146 	3210 	3990 	3500 	0.110 
3261	11 	5 	23 	42 	29.495 	3270 	3990 	3410 	0.140 
3262	11 	5 	23 	49 	9.805 	3240 	3990 	3260 	0.060 
3263	11 	5 	23 	49 	20.225 	3270 	4050 	3350 	0.330 
3264	11 	5 	23 	50 	17.297 	3150 	3840 	3230 	0.090 
3265	11 	5 	23 	52 	22.227 	3180 	3900 	3350 	0.230 
3266	11 	5 	23 	53 	4.341 	3180 	3870 	3470 	0.270 
3267	11 	5 	23 	53 	27.367 	3210 	4050 	3470 	-0.050 
3268	11 	5 	23 	56 	56.398 	3270 	3900 	3530 	-0.020 
3269	11 	5 	23 	58 	19.369 	3270 	4050 	3350 	0.130 
3270	11 	5 	23 	59 	41.795 	3210 	3900 	3320 	-0.840 
3271	11 	6 	0 	0 	24.577 	3270 	4050 	3440 	-0.100 
3272	11 	6 	0 	3 	33.273 	3270 	4050 	3410 	0.320 
3273	11 	6 	0 	9 	48.107 	3240 	4050 	3320 	-0.090 
3274	11 	6 	0 	10 	35.477 	3210 	3990 	3530 	-0.050 
3275	11 	6 	0 	13 	8.303 	3270 	4050 	3320 	-0.020 
3276	11 	6 	0 	15 	16.723 	3270 	4050 	3410 	nan
3277	11 	6 	0 	15 	26.592 	3240 	3990 	3410 	0.170 
3278	11 	6 	0 	15 	33.564 	3210 	3960 	3500 	0.120 
3279	11 	6 	0 	15 	44.570 	3240 	3960 	3470 	0.020 
3280	11 	6 	0 	15 	48.136 	3240 	3960 	3500 	-0.010 
3281	11 	6 	0 	16 	9.667 	3210 	3870 	3230 	-0.190 
3282	11 	6 	0 	16 	42.067 	3090 	3690 	3380 	-0.030 
3283	11 	6 	0 	16 	45.792 	3060 	3750 	3320 	-0.260 
3284	11 	6 	0 	17 	3.208 	3150 	3870 	3200 	-0.360 
3285	11 	6 	0 	19 	26.296 	3240 	3990 	3350 	-0.130 
3286	11 	6 	0 	22 	25.838 	3210 	3930 	3410 	0.310 
3287	11 	6 	0 	23 	11.625 	3240 	4050 	3380 	0.430 
3288	11 	6 	0 	25 	34.721 	3240 	4020 	3380 	-0.210 
3289	11 	6 	0 	26 	26.356 	3210 	3900 	3200 	-0.170 
3290	11 	6 	0 	26 	54.335 	3210 	3930 	3410 	-0.200 
3291	11 	6 	0 	27 	16.848 	3180 	3870 	3290 	-0.250 
3292	11 	6 	0 	27 	34.827 	3240 	4050 	3530 	0.010 
3293	11 	6 	0 	29 	3.713 	3270 	4050 	3380 	-0.010 
3294	11 	6 	0 	31 	50.280 	3270 	4050 	3350 	-0.030 
3295	11 	6 	0 	37 	26.714 	3270 	4080 	3410 	0.380 
3296	11 	6 	0 	37 	40.451 	3240 	4050 	3230 	-0.180 
3297	11 	6 	0 	38 	42.918 	3240 	3930 	3290 	-0.090 
3298	11 	6 	0 	38 	47.082 	3240 	3990 	3440 	-0.110 
3299	11 	6 	0 	39 	33.286 	3150 	3870 	3200 	-0.250 
3300	11 	6 	0 	39 	36.904 	3120 	3810 	3170 	-0.050 
3301	11 	6 	0 	41 	59.201 	3270 	4050 	3500 	-0.140 
3302	11 	6 	0 	42 	51.148 	3270 	4080 	3410 	0.600 
3303	11 	6 	0 	43 	15.465 	3240 	3960 	3200 	0.030 
3304	11 	6 	0 	45 	2.761 	3180 	3900 	3410 	0.200 
3305	11 	6 	0 	45 	2.794 	3180 	3900 	3230 	0.200 
3306	11 	6 	0 	45 	6.875 	3210 	3960 	3230 	0.340 
3307	11 	6 	0 	47 	3.174 	3210 	4110 	3740 	-0.060 
3308	11 	6 	0 	47 	10.625 	3240 	4050 	3230 	-0.100 
3309	11 	6 	0 	48 	38.483 	3270 	4080 	3410 	-0.260 
3310	11 	6 	0 	50 	37.758 	3270 	4050 	3440 	0.160 
3311	11 	6 	0 	52 	15.240 	3240 	4050 	3530 	0.330 
3312	11 	6 	0 	55 	32.043 	3090 	3810 	3290 	0.140 
3313	11 	6 	0 	55 	40.658 	3090 	3780 	3410 	0.200 
3314	11 	6 	0 	55 	44.814 	3120 	3810 	3260 	0.240 
3315	11 	6 	0 	55 	57.723 	3150 	3840 	3170 	0.280 
3316	11 	6 	0 	56 	8.453 	3120 	3810 	3380 	-0.200 
3317	11 	6 	0 	57 	33.266 	3270 	4080 	3410 	0.170 
3318	11 	6 	0 	58 	5.506 	3270 	4050 	3320 	0.190 
3319	11 	6 	0 	58 	52.908 	3060 	3780 	3290 	0.050 
3320	11 	6 	1 	1 	12.229 	3150 	3840 	3410 	0.110 
3321	11 	6 	1 	1 	32.187 	3150 	3840 	3500 	0.380 
3322	11 	6 	1 	1 	48.966 	3210 	3870 	3350 	0.110 
3323	11 	6 	1 	2 	58.239 	3270 	4020 	3350 	0.310 
3324	11 	6 	1 	7 	1.491 	3240 	4110 	3440 	0.100 
3325	11 	6 	1 	8 	3.128 	3270 	4050 	3320 	0.120 
3326	11 	6 	1 	9 	9.276 	3270 	4050 	3200 	0.190 
3327	11 	6 	1 	11 	18.057 	3270 	4080 	3230 	0.060 
3328	11 	6 	1 	13 	55.496 	3270 	4020 	3350 	0.130 
3329	11 	6 	1 	15 	25.200 	3120 	3780 	3290 	0.030 
3330	11 	6 	1 	16 	0.179 	3120 	3810 	3140 	-0.060 
3331	11 	6 	1 	17 	0.409 	3270 	4080 	3290 	-0.030 
3332	11 	6 	1 	17 	20.618 	3270 	4080 	3260 	0.150 
3333	11 	6 	1 	20 	4.335 	3120 	3840 	3380 	-0.170 
3334	11 	6 	1 	20 	17.022 	3150 	3840 	3260 	-0.100 
3335	11 	6 	1 	21 	13.922 	3150 	3870 	3380 	0.030 
3336	11 	6 	1 	21 	47.875 	3270 	4020 	3410 	-0.050 
3337	11 	6 	1 	22 	16.371 	3120 	3840 	3380 	0.190 
3338	11 	6 	1 	22 	56.558 	3270 	4050 	3350 	0.340 
3339	11 	6 	1 	28 	40.791 	3240 	4020 	3380 	-0.100 
3340	11 	6 	1 	30 	20.668 	3240 	4050 	3530 	0.530 
3341	11 	6 	1 	35 	11.598 	3150 	3810 	3320 	-0.050 
3342	11 	6 	1 	38 	4.185 	3210 	3990 	3380 	-0.100 
3343	11 	6 	1 	38 	56.082 	3120 	3780 	3290 	-0.120 
3344	11 	6 	1 	39 	1.447 	3180 	3930 	3440 	0.060 
3345	11 	6 	1 	39 	7.872 	3240 	4020 	3470 	0.130 
3346	11 	6 	1 	41 	29.015 	3270 	4080 	3350 	-0.080 
3347	11 	6 	1 	44 	3.724 	3150 	3810 	3230 	0.090 
3348	11 	6 	1 	44 	15.479 	3270 	4050 	3260 	-0.100 
3349	11 	6 	1 	48 	1.526 	3120 	3780 	3320 	-0.080 
3350	11 	6 	1 	50 	46.800 	3270 	4050 	3650 	-0.040 
3351	11 	6 	1 	52 	18.434 	3270 	4050 	3350 	0.410 
3352	11 	6 	1 	53 	21.513 	3240 	3990 	3410 	-0.070 
3353	11 	6 	1 	54 	31.671 	3210 	3990 	3380 	-0.080 
3354	11 	6 	1 	57 	12.866 	3270 	4080 	3260 	0.060 
3355	11 	6 	1 	57 	57.170 	3300 	4080 	3260 	0.320 
3356	11 	6 	1 	57 	59.891 	3210 	3990 	3320 	0.230 
